"product","substance_name","substance_synonym","abbreviation","abbreviation_synonym","substance_group","cas_number","source","source_text"
"transfer fluid: immersion cooling","4-nonafluoro- N",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","4-nonafluoro-,2",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","4-nonafluoro-N-[1,1",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","4-nonafluorobutyl)butan-1-amine",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","4-pentafluoro-5-methoxy-2",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","5-bis[1,2",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","5-nonafluoro- 4-(trifluoromethyl)-3-pentanone",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","CAS No. 132182-92-4",,"HFE-7500",,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","CAS No. 163702-05-4",,"HFE-7300",,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","CAS No. 163702-08-7",,"HFE-7200",,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","CAS No. 297730-93-9",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","CAS No. 382-34-3",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","HFE e.g. Butane",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","HFE- 356mec",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","HFO and HFE. HFO e.g. (Z)-1,1",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","N-bis(nonafluorobutyl)butan- 1-amine and 1,1",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","Perfluamine",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","Reaction mass of 1,1",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"transfer fluid: immersion cooling","nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)",,,,,,"A.51","Fluorinated gases: HFO and HFE. HFO e.g. (Z)-1,1,1,4,4,4-Hexafluoro-2-buten, HFE e.g. Butane, 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluoro-, 2,3,3,4,4-pentafluoro-5-methoxy-2,5-bis[1,2,2,2-tetrafluoro-1- (trifluoromethyl)ethyl]tetrahyd rofuran, 1,1,1,2,2,4,5,5,5-nonafluoro- 4-(trifluoromethyl)-3-pentanone, 2-(Trifluoromethyl)-3-ethoxydodecafluorohexane, HFE-7100; CAS No. 163702-08-7, HFE-7200; CAS No. 163702-05-4, HFE-7300; CAS No. 132182-92-4, HFE-7500; CAS No. 297730-93-9, HFE- 356mec; CAS No. 382-34-3 Non-polymeric PFAS: Perfluamine, Reaction mass of 1,1,2,2,3,3,4,4,4-nonafluoro- N,N-bis(nonafluorobutyl)butan- 1-amine and 1,1,2,2,3,3,4,4,4-nonafluoro-N-[1,1,2,3,3-hexafluoro-2- (trifluoromethyl)propyl]-N- (1,1,2,2,3,3,4,4,4-nonafluorobutyl)butan-1-amine, nonafluoro-2-trifluoromethyl-3-pentanone (CAS number 756-13-8)"
"Advanced Semiconductor Packaging","2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging","3-dione and 4",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging","3a,4",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging","4'-[2,2",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging","7-methanoisobenzofuran-1",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging","7a-tetrahydro-4",,,,,,"A.53","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione and 4,4'-[2,2,2-trifluoro-1- (trifluoromethyl)ethylidene]bis[2-aminophenol]"
"Advanced Semiconductor Packaging: Cleaning",,,"HFE",,,,"A.53","Fluorinated gases: HFE"
"Advanced Semiconductor Packaging: Coatings / adhesive",,,"PTFE",,,,"A.53","Polymeric PFAS: PTFE"
"Advanced Semiconductor Packaging: Dielectric fluorinated polymers (PBO/PI)","4'-Oxybisbenzoic acid polymer with rel-(3aR,4S",,,,,,"A.53","Non-polymeric PFAS: Side-chain fluorinated polymers (Water-insoluble C1 PFAS polymers), Bisphenol AF, 4,4'-Oxybisbenzoic acid polymer with rel-(3aR,4S,7R,7aS)-"
"Advanced Semiconductor Packaging: Dielectric fluorinated polymers (PBO/PI)","7R,7aS)-",,,,,,"A.53","Non-polymeric PFAS: Side-chain fluorinated polymers (Water-insoluble C1 PFAS polymers), Bisphenol AF, 4,4'-Oxybisbenzoic acid polymer with rel-(3aR,4S,7R,7aS)-"
"Advanced Semiconductor Packaging: Dielectric fluorinated polymers (PBO/PI)","Bisphenol AF,4",,,,,,"A.53","Non-polymeric PFAS: Side-chain fluorinated polymers (Water-insoluble C1 PFAS polymers), Bisphenol AF, 4,4'-Oxybisbenzoic acid polymer with rel-(3aR,4S,7R,7aS)-"
"Advanced Semiconductor Packaging: Dielectric fluorinated polymers (PBO/PI)","Side-chain fluorinated polymers (Water-insoluble C1 PFAS polymers)",,,,,,"A.53","Non-polymeric PFAS: Side-chain fluorinated polymers (Water-insoluble C1 PFAS polymers), Bisphenol AF, 4,4'-Oxybisbenzoic acid polymer with rel-(3aR,4S,7R,7aS)-"
"Advanced Semiconductor Packaging: Encapsulants (epoxy underfills","Fluoropolymers",,,,,,"A.53","Polymeric PFAS: Fluoropolymers"
"Advanced Semiconductor Packaging: Flux","Likely",,,,,,"A.53","Likely non-polymeric PFAS: Surfactants"
"Advanced Semiconductor Packaging: Flux","Surfactants",,,,,,"A.53","Likely non-polymeric PFAS: Surfactants"
"Advanced Semiconductor Packaging: Hydrophobic coating/hermetic seal packages","Fluoropolymers",,,,,,"A.53","Polymeric PFAS: Fluoropolymers"
"Advanced Semiconductor Packaging: Molding",,,"PTFE",,,,"A.53","Polymeric PFAS: PTFE"
"Advanced Semiconductor Packaging: Substrates including build-up/dielectric material","Fluoropolymers",,,,,,"A.53","Polymeric PFAS: Fluoropolymers"
"Advanced Semiconductor Packaging: Temporary Adhesives","Fluorinated Tetracarboxylic acid anhydride derivatives",,,,,,"A.53","Non-polymeric PFAS: Fluorinated Tetracarboxylic acid anhydride derivatives, aromatic diamines, acrylate and methacrylate-based copolymers"
"Advanced Semiconductor Packaging: Temporary Adhesives","acrylate and methacrylate-based copolymers",,,,,,"A.53","Non-polymeric PFAS: Fluorinated Tetracarboxylic acid anhydride derivatives, aromatic diamines, acrylate and methacrylate-based copolymers"
